CARD_NO,MEMBER_NO,CARD_CODE,CARD_PASSWORD,VALID_DATE,CVC_NO,,
1111-1111-1111-2836,Z3634227851ST,,,,,,
1111-1111-1111-2837,Z3634228381ST,,,,,,
1111-1111-1111-2838,Z3634229311ST,,,,,,
1111-1111-1111-2839,Z3634232791ST,,,,,,
1111-1111-1111-2840,Z3634232961ST,,,,,,
1111-1111-1111-2841,Z3634237471ST,,,,,,
1111-1111-1111-2842,Z3634239791ST,,,,,,
1111-1111-1111-2843,Z3634242051ST,,,,,,
1111-1111-1111-2844,Z3634244541ST,,,,,,
1111-1111-1111-2845,Z3634246541ST,,,,,,
1111-1111-1111-2846,Z3634253251ST,,,,,,
1111-1111-1111-2847,Z3634255481ST,,,,,,
1111-1111-1111-2848,Z3634258141ST,,,,,,
1111-1111-1111-2849,Z3634262221ST,,,,,,
1111-1111-1111-2850,Z3634266211ST,,,,,,
1111-1111-1111-2851,Z3634266421ST,,,,,,
1111-1111-1111-2852,Z3634266481ST,,,,,,
1111-1111-1111-2853,Z3634267001ST,,,,,,
1111-1111-1111-2854,Z3634270951ST,,,,,,
1111-1111-1111-2855,Z3634271811ST,,,,,,
1111-1111-1111-2856,Z3634275321ST,,,,,,
1111-1111-1111-2857,Z3634276321ST,,,,,,
1111-1111-1111-2858,Z3634276341ST,,,,,,
1111-1111-1111-2859,Z3634276821ST,,,,,,
1111-1111-1111-2860,Z3634276891ST,,,,,,
1111-1111-1111-2861,Z3634281021ST,,,,,,
1111-1111-1111-2862,Z3634287361ST,,,,,,
1111-1111-1111-2863,Z3634293611ST,,,,,,
1111-1111-1111-2864,Z3634294721ST,,,,,,
1111-1111-1111-2865,Z3634298751ST,,,,,,
1111-1111-1111-2866,Z3643250741ST,,,,,,
1111-1111-1111-2867,Z3644215211ST,,,,,,
1111-1111-1111-2868,Z3644218851ST,,,,,,
1111-1111-1111-2869,Z3644233391ST,,,,,,
1111-1111-1111-2870,Z3644235191ST,,,,,,
1111-1111-1111-2871,Z3644239001ST,,,,,,
1111-1111-1111-2872,Z3644240271ST,,,,,,
1111-1111-1111-2873,Z3644248581ST,,,,,,
1111-1111-1111-2874,Z3644248631ST,,,,,,
1111-1111-1111-2875,Z3644251671ST,,,,,,
1111-1111-1111-2876,Z3644251751ST,,,,,,
1111-1111-1111-2877,Z3644253881ST,,,,,,
1111-1111-1111-2878,Z3644256741ST,,,,,,
1111-1111-1111-2879,Z3644256891ST,,,,,,
1111-1111-1111-2880,Z3644256941ST,,,,,,
1111-1111-1111-2881,Z3644263611ST,,,,,,
1111-1111-1111-2882,Z3644263891ST,,,,,,
1111-1111-1111-2883,Z3644265131ST,,,,,,
1111-1111-1111-2884,Z3644265201ST,,,,,,
1111-1111-1111-2885,Z3644267791ST,,,,,,
1111-1111-1111-2886,Z3644269411ST,,,,,,
1111-1111-1111-2887,Z3644269861ST,,,,,,
1111-1111-1111-2888,Z3644270061ST,,,,,,
1111-1111-1111-2889,Z3644272331ST,,,,,,
1111-1111-1111-2890,Z3644273091ST,,,,,,
1111-1111-1111-2891,Z3644273181ST,,,,,,
1111-1111-1111-2892,Z3644273411ST,,,,,,
1111-1111-1111-2893,Z3644281431ST,,,,,,
1111-1111-1111-2894,Z3644283451ST,,,,,,
1111-1111-1111-2895,Z3644284101ST,,,,,,
1111-1111-1111-2896,Z3644284261ST,,,,,,
1111-1111-1111-2897,Z3644290061ST,,,,,,
1111-1111-1111-2898,Z3644292061ST,,,,,,
1111-1111-1111-2899,Z3644294811ST,,,,,,
1111-1111-1111-2900,Z3644295871ST,,,,,,
1111-1111-1111-2901,Z3644296461ST,,,,,,
1111-1111-1111-2902,Z3644297001ST,,,,,,
1111-1111-1111-2903,Z3644298441ST,,,,,,
1111-1111-1111-2904,Z3644298931ST,,,,,,
1111-1111-1111-2905,Z3653267151ST,,,,,,
1111-1111-1111-2906,Z3663210971ST,,,,,,
1111-1111-1111-2907,Z3663229111ST,,,,,,
1111-1111-1111-2908,Z3663231231ST,,,,,,
1111-1111-1111-2909,Z3663244341ST,,,,,,
1111-1111-1111-2910,Z3663245611ST,,,,,,
1111-1111-1111-2911,Z3663250931ST,,,,,,
1111-1111-1111-2912,Z3663281541ST,,,,,,
1111-1111-1111-2913,Z3704213531ST,,,,,,
1111-1111-1111-2914,Z3704217091ST,,,,,,
1111-1111-1111-2915,Z3704220591ST,,,,,,
1111-1111-1111-2916,Z3704221821ST,,,,,,
1111-1111-1111-2917,Z3704223591ST,,,,,,
1111-1111-1111-2918,Z3704245491ST,,,,,,
1111-1111-1111-2919,Z3714215431ST,,,,,,
1111-1111-1111-2920,Z3714215941ST,,,,,,
1111-1111-1111-2921,Z3714235411ST,,,,,,
1111-1111-1111-2922,Z3714240401ST,,,,,,
1111-1111-1111-2923,Z3714247621ST,,,,,,
1111-1111-1111-2924,Z3714253241ST,,,,,,
1111-1111-1111-2925,Z3714255651ST,,,,,,
1111-1111-1111-2926,Z3714265851ST,,,,,,
1111-1111-1111-2927,Z3714268411ST,,,,,,
1111-1111-1111-2928,Z3714277251ST,,,,,,
1111-1111-1111-2929,Z3714293461ST,,,,,,
1111-1111-1111-2930,Z3723280801ST,,,,,,
1111-1111-1111-2931,Z3724228341ST,,,,,,
1111-1111-1111-2932,Z3724232441ST,,,,,,
1111-1111-1111-2933,Z3724238201ST,,,,,,
1111-1111-1111-2934,Z3724251911ST,,,,,,
1111-1111-1111-2935,Z3724254491ST,,,,,,
1111-1111-1111-2936,Z3724262571ST,,,,,,
1111-1111-1111-2937,Z3724265951ST,,,,,,
1111-1111-1111-2938,Z3724281751ST,,,,,,
1111-1111-1111-2939,Z3724289511ST,,,,,,
1111-1111-1111-2940,Z3724298411ST,,,,,,
1111-1111-1111-2941,Z3733217431ST,,,,,,
1111-1111-1111-2942,Z3733270241ST,,,,,,
1111-1111-1111-2943,Z3734234951ST,,,,,,
1111-1111-1111-2944,Z3734251501ST,,,,,,
1111-1111-1111-2945,Z3734266151ST,,,,,,
1111-1111-1111-2946,Z3743295681ST,,,,,,
1111-1111-1111-2947,Z3744210061ST,,,,,,
1111-1111-1111-2948,Z3744211981ST,,,,,,
1111-1111-1111-2949,Z3744222491ST,,,,,,
1111-1111-1111-2950,Z3744227501ST,,,,,,
1111-1111-1111-2951,Z3744228251ST,,,,,,
1111-1111-1111-2952,Z3744240691ST,,,,,,
1111-1111-1111-2953,Z3744259411ST,,,,,,
1111-1111-1111-2954,Z3744277811ST,,,,,,
1111-1111-1111-2955,Z3744282781ST,,,,,,
1111-1111-1111-2956,Z3744284291ST,,,,,,
1111-1111-1111-2957,Z3753213061ST,,,,,,
1111-1111-1111-2958,Z3753284791ST,,,,,,
1111-1111-1111-2959,Z3753297511ST,,,,,,
1111-1111-1111-2960,Z3763223371ST,,,,,,
1111-1111-1111-2961,Z3763229651ST,,,,,,
1111-1111-1111-2962,Z3763266001ST,,,,,,
1111-1111-1111-2963,Z3804244101ST,,,,,,
1111-1111-1111-2964,Z3804253661ST,,,,,,
1111-1111-1111-2965,Z3804262001ST,,,,,,
1111-1111-1111-2966,Z3804267391ST,,,,,,
1111-1111-1111-2967,Z3804283151ST,,,,,,
1111-1111-1111-2968,Z3814213221ST,,,,,,
1111-1111-1111-2969,Z3814213911ST,,,,,,
1111-1111-1111-2970,Z3814216781ST,,,,,,
1111-1111-1111-2971,Z3814221141ST,,,,,,
1111-1111-1111-2972,Z3814223711ST,,,,,,
1111-1111-1111-2973,Z3814231411ST,,,,,,
1111-1111-1111-2974,Z3814234581ST,,,,,,
1111-1111-1111-2975,Z3814234831ST,,,,,,
1111-1111-1111-2976,Z3814236581ST,,,,,,
1111-1111-1111-2977,Z3814241951ST,,,,,,
1111-1111-1111-2978,Z3814242621ST,,,,,,
1111-1111-1111-2979,Z3814247061ST,,,,,,
1111-1111-1111-2980,Z3814247181ST,,,,,,
1111-1111-1111-2981,Z3814247581ST,,,,,,
1111-1111-1111-2982,Z3814249291ST,,,,,,
1111-1111-1111-2983,Z3814256391ST,,,,,,
1111-1111-1111-2984,Z3814257911ST,,,,,,
1111-1111-1111-2985,Z3814258401ST,,,,,,
1111-1111-1111-2986,Z3814260551ST,,,,,,
1111-1111-1111-2987,Z3814260871ST,,,,,,
1111-1111-1111-2988,Z3814264971ST,,,,,,
1111-1111-1111-2989,Z3814266921ST,,,,,,
1111-1111-1111-2990,Z3814267461ST,,,,,,
1111-1111-1111-2991,Z3814267501ST,,,,,,
1111-1111-1111-2992,Z3814268251ST,,,,,,
1111-1111-1111-2993,Z3814271451ST,,,,,,
1111-1111-1111-2994,Z3814272061ST,,,,,,
1111-1111-1111-2995,Z3814273361ST,,,,,,
1111-1111-1111-2996,Z3814274901ST,,,,,,
1111-1111-1111-2997,Z3814276171ST,,,,,,
1111-1111-1111-2998,Z3814278231ST,,,,,,
1111-1111-1111-2999,Z3814278851ST,,,,,,
1111-1111-1111-3000,Z3814281081ST,,,,,,
1111-1111-1111-3001,Z3814285281ST,,,,,,
1111-1111-1111-3002,Z3814287051ST,,,,,,
1111-1111-1111-3003,Z3814291081ST,,,,,,
1111-1111-1111-3004,Z3814298211ST,,,,,,
1111-1111-1111-3005,Z3823222451ST,,,,,,
1111-1111-1111-3006,Z3823232111ST,,,,,,
1111-1111-1111-3007,Z3823282221ST,,,,,,
1111-1111-1111-3008,Z3824214551ST,,,,,,
1111-1111-1111-3009,Z3824215851ST,,,,,,
1111-1111-1111-3010,Z3824216981ST,,,,,,
1111-1111-1111-3011,Z3824223651ST,,,,,,
1111-1111-1111-3012,Z3824228581ST,,,,,,
1111-1111-1111-3013,Z3824231631ST,,,,,,
1111-1111-1111-3014,Z3824233981ST,,,,,,
1111-1111-1111-3015,Z3824235281ST,,,,,,
1111-1111-1111-3016,Z3824238101ST,,,,,,
1111-1111-1111-3017,Z3824239911ST,,,,,,
1111-1111-1111-3018,Z3824241751ST,,,,,,
1111-1111-1111-3019,Z3824243191ST,,,,,,
1111-1111-1111-3020,Z3824245361ST,,,,,,
1111-1111-1111-3021,Z3824247251ST,,,,,,
1111-1111-1111-3022,Z3824253711ST,,,,,,
1111-1111-1111-3023,Z3824254321ST,,,,,,
1111-1111-1111-3024,Z3824255691ST,,,,,,
1111-1111-1111-3025,Z3824260021ST,,,,,,
1111-1111-1111-3026,Z3824260511ST,,,,,,
1111-1111-1111-3027,Z3824262421ST,,,,,,
1111-1111-1111-3028,Z3824262771ST,,,,,,
1111-1111-1111-3029,Z3824262841ST,,,,,,
1111-1111-1111-3030,Z3824266001ST,,,,,,
1111-1111-1111-3031,Z3824273101ST,,,,,,
1111-1111-1111-3032,Z3824273551ST,,,,,,
1111-1111-1111-3033,Z3824276541ST,,,,,,
1111-1111-1111-3034,Z3824277031ST,,,,,,
1111-1111-1111-3035,Z3824284121ST,,,,,,
1111-1111-1111-3036,Z3824289911ST,,,,,,
1111-1111-1111-3037,Z3824290721ST,,,,,,
1111-1111-1111-3038,Z3824290871ST,,,,,,
1111-1111-1111-3039,Z3824292141ST,,,,,,
1111-1111-1111-3040,Z3824293441ST,,,,,,
1111-1111-1111-3041,Z3824295321ST,,,,,,
1111-1111-1111-3042,Z3824296611ST,,,,,,
1111-1111-1111-3043,Z3824297501ST,,,,,,
1111-1111-1111-3044,Z3824297591ST,,,,,,
1111-1111-1111-3045,Z3833215251ST,,,,,,
1111-1111-1111-3046,Z3833238661ST,,,,,,
1111-1111-1111-3047,Z3833270251ST,,,,,,
1111-1111-1111-3048,Z3843254781ST,,,,,,
1111-1111-1111-3049,Z3844215121ST,,,,,,
1111-1111-1111-3050,Z3844253751ST,,,,,,
1111-1111-1111-3051,Z3844286751ST,,,,,,
1111-1111-1111-3052,Z3844293021ST,,,,,,
1111-1111-1111-3053,Z3853214201ST,,,,,,
1111-1111-1111-3054,Z3853243381ST,,,,,,
1111-1111-1111-3055,Z3862289761ST,,,,,,
1111-1111-1111-3056,Z3863211891ST,,,,,,
1111-1111-1111-3057,Z3863289301ST,,,,,,
1111-1111-1111-3058,Z3904248441ST,,,,,,
1111-1111-1111-3059,Z3913262541ST,,,,,,
1111-1111-1111-3060,Z3914218921ST,,,,,,
1111-1111-1111-3061,Z3914219791ST,,,,,,
1111-1111-1111-3062,Z3914266481ST,,,,,,
1111-1111-1111-3063,Z3914296831ST,,,,,,
1111-1111-1111-3064,Z3923292151ST,,,,,,
1111-1111-1111-3065,Z3924213991ST,,,,,,
1111-1111-1111-3066,Z3924215461ST,,,,,,
1111-1111-1111-3067,Z3924227771ST,,,,,,
1111-1111-1111-3068,Z3924250711ST,,,,,,
1111-1111-1111-3069,Z3924296341ST,,,,,,
1111-1111-1111-3070,Z3933230381ST,,,,,,
1111-1111-1111-3071,Z3933231691ST,,,,,,
1111-1111-1111-3072,Z3933236431ST,,,,,,
1111-1111-1111-3073,Z3933240911ST,,,,,,
1111-1111-1111-3074,Z3933250271ST,,,,,,
1111-1111-1111-3075,Z3933260511ST,,,,,,
1111-1111-1111-3076,Z3934253001ST,,,,,,
1111-1111-1111-3077,Z3934270611ST,,,,,,
1111-1111-1111-3078,Z3943213811ST,,,,,,
1111-1111-1111-3079,Z3943235751ST,,,,,,
1111-1111-1111-3080,Z3943293191ST,,,,,,
1111-1111-1111-3081,Z3944295801ST,,,,,,
1111-1111-1111-3082,Z3953232331ST,,,,,,
1111-1111-1111-3083,Z3953289791ST,,,,,,
1111-1111-1111-3084,Z3963216001ST,,,,,,
1111-1111-1111-3085,Z3963217391ST,,,,,,
1111-1111-1111-3086,Z3963221691ST,,,,,,
1111-1111-1111-3087,Z3963231461ST,,,,,,
1111-1111-1111-3088,Z3963232511ST,,,,,,
1111-1111-1111-3089,Z3963233461ST,,,,,,
1111-1111-1111-3090,Z3963239051ST,,,,,,
1111-1111-1111-3091,Z3963245681ST,,,,,,
1111-1111-1111-3092,Z3963245951ST,,,,,,
1111-1111-1111-3093,Z3963247731ST,,,,,,
1111-1111-1111-3094,Z3963251381ST,,,,,,
1111-1111-1111-3095,Z3963268811ST,,,,,,
1111-1111-1111-3096,Z3963272361ST,,,,,,
1111-1111-1111-3097,Z3963273701ST,,,,,,
1111-1111-1111-3098,Z3963274201ST,,,,,,
1111-1111-1111-3099,Z4013210261ST,,,,,,
1111-1111-1111-3100,Z4013212441ST,,,,,,
1111-1111-1111-3101,Z4013251051ST,,,,,,
1111-1111-1111-3102,Z4013283101ST,,,,,,
1111-1111-1111-3103,Z4014235301ST,,,,,,
1111-1111-1111-3104,Z4014249101ST,,,,,,
1111-1111-1111-3105,Z4014299511ST,,,,,,
1111-1111-1111-3106,Z4024246671ST,,,,,,
1111-1111-1111-3107,Z4024267691ST,,,,,,
1111-1111-1111-3108,Z4024296681ST,,,,,,
1111-1111-1111-3109,Z4034227621ST,,,,,,
1111-1111-1111-3110,Z4034282851ST,,,,,,
1111-1111-1111-3111,Z4034284101ST,,,,,,
1111-1111-1111-3112,Z4043237331ST,,,,,,
1111-1111-1111-3113,Z4043239911ST,,,,,,
1111-1111-1111-3114,Z4043291281ST,,,,,,
1111-1111-1111-3115,Z4044226411ST,,,,,,
1111-1111-1111-3116,Z4044271291ST,,,,,,
1111-1111-1111-3117,Z4063245501ST,,,,,,
1111-1111-1111-3118,Z4063255321ST,,,,,,
1111-1111-1111-3119,Z4073250431ST,,,,,,
1111-1111-1111-3120,Z4073294931ST,,,,,,
1111-1111-1111-3121,Z4104219691ST,,,,,,
1111-1111-1111-3122,Z4104220121ST,,,,,,
1111-1111-1111-3123,Z4104256861ST,,,,,,
1111-1111-1111-3124,Z4104282171ST,,,,,,
1111-1111-1111-3125,Z4113260031ST,,,,,,
1111-1111-1111-3126,Z4114215051ST,,,,,,
1111-1111-1111-3127,Z4124214791ST,,,,,,
1111-1111-1111-3128,Z4124254371ST,,,,,,
1111-1111-1111-3129,Z4124269721ST,,,,,,
1111-1111-1111-3130,Z4134212581ST,,,,,,
1111-1111-1111-3131,Z4134260911ST,,,,,,
1111-1111-1111-3132,Z4134286261ST,,,,,,
1111-1111-1111-3133,Z4134291421ST,,,,,,
1111-1111-1111-3134,Z4134296851ST,,,,,,
1111-1111-1111-3135,Z4143252851ST,,,,,,
1111-1111-1111-3136,Z4143276081ST,,,,,,
1111-1111-1111-3137,Z4143279541ST,,,,,,
1111-1111-1111-3138,Z4144283701ST,,,,,,
1111-1111-1111-3139,Z4144287901ST,,,,,,
1111-1111-1111-3140,Z4153241321ST,,,,,,
1111-1111-1111-3141,Z4153242541ST,,,,,,
1111-1111-1111-3142,Z4154223351ST,,,,,,
1111-1111-1111-3143,Z4154259551ST,,,,,,
1111-1111-1111-3144,Z4154290611ST,,,,,,
1111-1111-1111-3145,Z4163210561ST,,,,,,
1111-1111-1111-3146,Z4173247921ST,,,,,,
1111-1111-1111-3147,Z4173262451ST,,,,,,
1111-1111-1111-3148,Z4204222661ST,,,,,,
1111-1111-1111-3149,Z4204246461ST,,,,,,
1111-1111-1111-3150,Z4213216091ST,,,,,,
1111-1111-1111-3151,Z4213236381ST,,,,,,
1111-1111-1111-3152,Z4213254141ST,,,,,,
1111-1111-1111-3153,Z4213254991ST,,,,,,
1111-1111-1111-3154,Z4213264901ST,,,,,,
1111-1111-1111-3155,Z4223221861ST,,,,,,
1111-1111-1111-3156,Z4224246121ST,,,,,,
1111-1111-1111-3157,Z4224283351ST,,,,,,
1111-1111-1111-3158,Z4233275261ST,,,,,,
1111-1111-1111-3159,Z4234226671ST,,,,,,
1111-1111-1111-3160,Z4234269521ST,,,,,,
1111-1111-1111-3161,Z4234276851ST,,,,,,
1111-1111-1111-3162,Z4243213961ST,,,,,,
1111-1111-1111-3163,Z4243220681ST,,,,,,
1111-1111-1111-3164,Z4243245421ST,,,,,,
1111-1111-1111-3165,Z4243293931ST,,,,,,
1111-1111-1111-3166,Z4244214181ST,,,,,,
1111-1111-1111-3167,Z4244236761ST,,,,,,
1111-1111-1111-3168,Z4244247851ST,,,,,,
1111-1111-1111-3169,Z4253293071ST,,,,,,
1111-1111-1111-3170,Z4253295861ST,,,,,,
1111-1111-1111-3171,Z4304214931ST,,,,,,
1111-1111-1111-3172,Z4304236941ST,,,,,,
1111-1111-1111-3173,Z4304253201ST,,,,,,
1111-1111-1111-3174,Z4304278291ST,,,,,,
1111-1111-1111-3175,Z4313248611ST,,,,,,
1111-1111-1111-3176,Z4313280211ST,,,,,,
1111-1111-1111-3177,Z4314257501ST,,,,,,
1111-1111-1111-3178,Z4314279801ST,,,,,,
1111-1111-1111-3179,Z4323259071ST,,,,,,
1111-1111-1111-3180,Z4324220501ST,,,,,,
1111-1111-1111-3181,Z4324230781ST,,,,,,
1111-1111-1111-3182,Z4324252311ST,,,,,,
1111-1111-1111-3183,Z4334219281ST,,,,,,
1111-1111-1111-3184,Z4334243951ST,,,,,,
1111-1111-1111-3185,Z4334244771ST,,,,,,
1111-1111-1111-3186,Z4334268111ST,,,,,,
1111-1111-1111-3187,Z4334272621ST,,,,,,
1111-1111-1111-3188,Z4343213121ST,,,,,,
1111-1111-1111-3189,Z4343293631ST,,,,,,
1111-1111-1111-3190,Z4344229101ST,,,,,,
1111-1111-1111-3191,Z4344245391ST,,,,,,
1111-1111-1111-3192,Z4344284051ST,,,,,,
1111-1111-1111-3193,Z4353220851ST,,,,,,
1111-1111-1111-3194,Z4353230111ST,,,,,,
1111-1111-1111-3195,Z4353230801ST,,,,,,
1111-1111-1111-3196,Z4353232121ST,,,,,,
1111-1111-1111-3197,Z4353247671ST,,,,,,
1111-1111-1111-3198,Z4353250041ST,,,,,,
1111-1111-1111-3199,Z4353253571ST,,,,,,
1111-1111-1111-3200,Z4353265111ST,,,,,,
1111-1111-1111-3201,Z4353265611ST,,,,,,
1111-1111-1111-3202,Z4353273791ST,,,,,,
1111-1111-1111-3203,Z4353276781ST,,,,,,
1111-1111-1111-3204,Z4353286191ST,,,,,,
1111-1111-1111-3205,Z4353295891ST,,,,,,
1111-1111-1111-3206,Z4363243361ST,,,,,,
1111-1111-1111-3207,Z4404243981ST,,,,,,
1111-1111-1111-3208,Z4404257781ST,,,,,,
1111-1111-1111-3209,Z4404259961ST,,,,,,
1111-1111-1111-3210,Z4404265581ST,,,,,,
1111-1111-1111-3211,Z4413246851ST,,,,,,
1111-1111-1111-3212,Z4414248291ST,,,,,,
1111-1111-1111-3213,Z4414250861ST,,,,,,
1111-1111-1111-3214,Z4414253461ST,,,,,,
1111-1111-1111-3215,Z4414259231ST,,,,,,
1111-1111-1111-3216,Z4414291291ST,,,,,,
1111-1111-1111-3217,Z4414292241ST,,,,,,
1111-1111-1111-3218,Z4414295041ST,,,,,,
1111-1111-1111-3219,Z4414298741ST,,,,,,
1111-1111-1111-3220,Z4423296901ST,,,,,,
1111-1111-1111-3221,Z4424214721ST,,,,,,
1111-1111-1111-3222,Z4424247861ST,,,,,,
1111-1111-1111-3223,Z4424253471ST,,,,,,
1111-1111-1111-3224,Z4424282401ST,,,,,,
1111-1111-1111-3225,Z4433259821ST,,,,,,
1111-1111-1111-3226,Z4433264831ST,,,,,,
1111-1111-1111-3227,Z4434214891ST,,,,,,
1111-1111-1111-3228,Z4434224821ST,,,,,,
1111-1111-1111-3229,Z4434255841ST,,,,,,
1111-1111-1111-3230,Z4434258841ST,,,,,,
1111-1111-1111-3231,Z4434266781ST,,,,,,
1111-1111-1111-3232,Z4434272961ST,,,,,,
1111-1111-1111-3233,Z4434275641ST,,,,,,
1111-1111-1111-3234,Z4434299041ST,,,,,,
1111-1111-1111-3235,Z4444221251ST,,,,,,
1111-1111-1111-3236,Z4444223311ST,,,,,,
1111-1111-1111-3237,Z4444261461ST,,,,,,
1111-1111-1111-3238,Z4444266991ST,,,,,,
1111-1111-1111-3239,Z4453217891ST,,,,,,
1111-1111-1111-3240,Z4453221581ST,,,,,,
1111-1111-1111-3241,Z4453266051ST,,,,,,
1111-1111-1111-3242,Z4453282201ST,,,,,,
1111-1111-1111-3243,Z4462267071ST,,,,,,
1111-1111-1111-3244,Z4463255871ST,,,,,,
1111-1111-1111-3245,Z4463257851ST,,,,,,
1111-1111-1111-3246,Z4463263081ST,,,,,,
1111-1111-1111-3247,Z4463297871ST,,,,,,
1111-1111-1111-3248,Z4473217681ST,,,,,,
1111-1111-1111-3249,Z4473293761ST,,,,,,
1111-1111-1111-3250,Z4473295911ST,,,,,,
1111-1111-1111-3251,Z4473297751ST,,,,,,
1111-1111-1111-3252,Z4504226751ST,,,,,,
1111-1111-1111-3253,Z4504264311ST,,,,,,
1111-1111-1111-3254,Z4504290321ST,,,,,,
1111-1111-1111-3255,Z4504292281ST,,,,,,
1111-1111-1111-3256,Z4513260661ST,,,,,,
1111-1111-1111-3257,Z4513278321ST,,,,,,
1111-1111-1111-3258,Z4514219421ST,,,,,,
1111-1111-1111-3259,Z4514227541ST,,,,,,
1111-1111-1111-3260,Z4514237321ST,,,,,,
1111-1111-1111-3261,Z4514240031ST,,,,,,
1111-1111-1111-3262,Z4514244251ST,,,,,,
1111-1111-1111-3263,Z4514247751ST,,,,,,
1111-1111-1111-3264,Z4514253111ST,,,,,,
1111-1111-1111-3265,Z4514262461ST,,,,,,
1111-1111-1111-3266,Z4514265681ST,,,,,,
1111-1111-1111-3267,Z4514266821ST,,,,,,
1111-1111-1111-3268,Z4514294781ST,,,,,,
1111-1111-1111-3269,Z4523211281ST,,,,,,
1111-1111-1111-3270,Z4523225511ST,,,,,,
1111-1111-1111-3271,Z4523286511ST,,,,,,
1111-1111-1111-3272,Z4523297311ST,,,,,,
1111-1111-1111-3273,Z4524235911ST,,,,,,
1111-1111-1111-3274,Z4524280691ST,,,,,,
1111-1111-1111-3275,Z4524290841ST,,,,,,
1111-1111-1111-3276,Z4524295541ST,,,,,,
1111-1111-1111-3277,Z4533289251ST,,,,,,
1111-1111-1111-3278,Z4534237171ST,,,,,,
1111-1111-1111-3279,Z4534254931ST,,,,,,
1111-1111-1111-3280,Z4534276181ST,,,,,,
1111-1111-1111-3281,Z4534288621ST,,,,,,
1111-1111-1111-3282,Z4543290711ST,,,,,,
1111-1111-1111-3283,Z4544232701ST,,,,,,
1111-1111-1111-3284,Z4544276501ST,,,,,,
1111-1111-1111-3285,Z4544281511ST,,,,,,
1111-1111-1111-3286,Z4553220901ST,,,,,,
1111-1111-1111-3287,Z4553236961ST,,,,,,
1111-1111-1111-3288,Z4563275781ST,,,,,,
1111-1111-1111-3289,Z4604212041ST,,,,,,
1111-1111-1111-3290,Z4604218671ST,,,,,,
1111-1111-1111-3291,Z4604225351ST,,,,,,
1111-1111-1111-3292,Z4604228141ST,,,,,,
1111-1111-1111-3293,Z4604229891ST,,,,,,
1111-1111-1111-3294,Z4604230441ST,,,,,,
1111-1111-1111-3295,Z4604238611ST,,,,,,
1111-1111-1111-3296,Z4604242971ST,,,,,,
1111-1111-1111-3297,Z4604254111ST,,,,,,
1111-1111-1111-3298,Z4604263291ST,,,,,,
1111-1111-1111-3299,Z4604281031ST,,,,,,
1111-1111-1111-3300,Z4604284791ST,,,,,,
1111-1111-1111-3301,Z4604297361ST,,,,,,
1111-1111-1111-3302,Z4614223671ST,,,,,,
1111-1111-1111-3303,Z4614225981ST,,,,,,
1111-1111-1111-3304,Z4614240471ST,,,,,,
1111-1111-1111-3305,Z4614258131ST,,,,,,
1111-1111-1111-3306,Z4614261431ST,,,,,,
1111-1111-1111-3307,Z4614280591ST,,,,,,
1111-1111-1111-3308,Z4614292791ST,,,,,,
1111-1111-1111-3309,Z4623298471ST,,,,,,
1111-1111-1111-3310,Z4624228351ST,,,,,,
1111-1111-1111-3311,Z4624237261ST,,,,,,
1111-1111-1111-3312,Z4624240741ST,,,,,,
1111-1111-1111-3313,Z4624256351ST,,,,,,
1111-1111-1111-3314,Z4624273351ST,,,,,,
1111-1111-1111-3315,Z4624277921ST,,,,,,
1111-1111-1111-3316,Z4624292851ST,,,,,,
1111-1111-1111-3317,Z4633255011ST,,,,,,
1111-1111-1111-3318,Z4633282941ST,,,,,,
1111-1111-1111-3319,Z4634210881ST,,,,,,
1111-1111-1111-3320,Z4634215071ST,,,,,,
1111-1111-1111-3321,Z4634228191ST,,,,,,
1111-1111-1111-3322,Z4634230341ST,,,,,,
1111-1111-1111-3323,Z4634234681ST,,,,,,
1111-1111-1111-3324,Z4634234951ST,,,,,,
1111-1111-1111-3325,Z4634240381ST,,,,,,
1111-1111-1111-3326,Z4634243681ST,,,,,,
1111-1111-1111-3327,Z4634244521ST,,,,,,
1111-1111-1111-3328,Z4634248091ST,,,,,,
1111-1111-1111-3329,Z4634253861ST,,,,,,
1111-1111-1111-3330,Z4634255781ST,,,,,,
1111-1111-1111-3331,Z4634257531ST,,,,,,
1111-1111-1111-3332,Z4634262471ST,,,,,,
1111-1111-1111-3333,Z4634263341ST,,,,,,
1111-1111-1111-3334,Z4634264181ST,,,,,,
1111-1111-1111-3335,Z4634264501ST,,,,,,
1111-1111-1111-3336,Z4634267051ST,,,,,,
1111-1111-1111-3337,Z4634269131ST,,,,,,
1111-1111-1111-3338,Z4634273161ST,,,,,,
1111-1111-1111-3339,Z4634274481ST,,,,,,
1111-1111-1111-3340,Z4634275401ST,,,,,,
1111-1111-1111-3341,Z4634276151ST,,,,,,
1111-1111-1111-3342,Z4634279681ST,,,,,,
1111-1111-1111-3343,Z4634280381ST,,,,,,
1111-1111-1111-3344,Z4634288241ST,,,,,,
1111-1111-1111-3345,Z4634294381ST,,,,,,
1111-1111-1111-3346,Z4644211101ST,,,,,,
1111-1111-1111-3347,Z4644211131ST,,,,,,
1111-1111-1111-3348,Z4644211931ST,,,,,,
1111-1111-1111-3349,Z4644212221ST,,,,,,
1111-1111-1111-3350,Z4644221351ST,,,,,,
1111-1111-1111-3351,Z4644222901ST,,,,,,
